Unnamed: 0,date,developerResponse,review,rating,isEdited,userName,title,app_name,app_id,category,probability,l1_inaccurate_cycle_prediction,l2_unfair_functionality_charges,l3_user_data_privacy_concerns,l4_if_related_to_the_overturn
5967,6/27/22 0:21,"{'id': 30605198, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T16:09:46Z'}","I used to love Flo, was an avid user throughout the years. But with the recent news of roe. V wade I am very disappointed. To everyone else out there I heard Clue is the option to go with because they are based off in the UK and cannot sell off our private PERSONAL information.",1,False,Animallover006:),Recent News,flo-period-pregnancy-tracker,1038369065,#NAME?,0.989271441,0,0,1,1
6028,6/26/22 6:43,"{'id': 30606931, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:45:57Z'}","Ladies and gentle ones from what I have heard  please do not use Flo , they are now releasing data and sharing your private information to track if you’re getting abortions.I’m unaware whether or not this is confirmed but plenty of sources are saying so since the case was overturned !!!",1,False,BroccoliCooikie🤑,Privacy policy,flo-period-pregnancy-tracker,1038369065,#NAME?,0.987609425,0,0,1,1
6033,5/4/22 21:11,"{'id': 30012157, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:31:16Z'}","There is a NY Times article from 2021 that states that this app has sold data to 3rd party users. They get away with it because they don’t have to follow HIPAA laws. With the current situation and possibility that Roe vs Wade may be overturned, you should be concerned that your information could fall in to the wrong hands.",1,False,Boo9011,DELETE THIS IMMEDIATELY,flo-period-pregnancy-tracker,1038369065,#NAME?,0.995188486,0,0,1,1
6036,5/4/22 15:26,"{'id': 30012152, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:31:03Z'}","🦋I used flow for years. It works just fine, as fine as marking your flow on a calendar🦋

💫In light of recent events (roe v wade) it has come out that flow has sold your personal information👍🏼
 So yah, if you want to support yourself and others, don’t support apps that don’t support you.",1,False,konatabs,Don’t if you have a uterus,flo-period-pregnancy-tracker,1038369065,#NAME?,0.884168751,0,0,1,1
6094,6/29/22 15:36,"{'id': 30724283, 'body': 'Hello there! We’re sorry if you found our promotion of Flo Premium a bit pushy! We’ve been working hard to develop our product so that it’s helpful on your journey to becoming healthier every day. While we would be pleased to have you try Flo Premium, we value all of our users, whether they subscribe or decide to use the free version.\nFlo Team', 'modified': '2022-07-05T10:38:10Z'}",I've never been assaulted by so many ads in my life than on this app. I can't log one thing without a bot interrupting me or a prompt popping up asking me to pay for premium. That + the recent abortion news has made me delete the app.,1,False,Kcvr,Overwhelming Number of Advertisements,flo-period-pregnancy-tracker,1038369065,#NAME?,0.988518356,0,1,0,1
6138,5/14/23 14:29,,My husband and I loved tracking the growth our baby with this app. And before becoming pregnant I tracked my cycle with it. I gave it a 1 star because I just received a politically charged email about Roe v Wade. Not a fan of something geared towards healthcare taking a stance politically on something.,1,False,InMyOpinion122,Used to love it… but it became political,flo-period-pregnancy-tracker,1038369065,#NAME?,0.931512289,0,0,0,1
6149,6/25/22 16:10,"{'id': 30602149, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T13:17:05Z'}","If you are in one of the states that has ban abortion, do NOT download flo!‼️ They sell your info about your cycles! While the app works well it is one of apps that give the government your info about your 🩸. If you need a app it track your 🩸get clue! Clue doesn’t sell any of your data and info.",1,False,material gowl 🤩🫦,PLS READ‼️,flo-period-pregnancy-tracker,1038369065,#NAME?,0.988167975,0,0,1,1
6151,5/6/22 15:55,"{'id': 30011589, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:13:07Z'}","Flo sells your personal data and menstrual information. Not good if you’re trying to get pregnant, if you miss a few months of your period and suddenly get it again, they could deem it as an abortion and possibly do an investigation. Use Clue instead.",1,False,cow bear,Flo sells your personal data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.990070561,0,0,1,1
6221,6/29/22 2:49,"{'id': 30659583, 'body': 'Hi there! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-07-01T08:13:52Z'}","Used this app for years but unfortunately they sell your data to a third party. Now will strict abortion laws, if the government  want to prosecute you, they can and use this period tracker as evidence if you have an miscarriage or an abortion. Try using Drip, Euki, or
Periodical. They do not sell your data!!!!",1,False,Mybodymychoice1973,Sells your data to 3rd party,flo-period-pregnancy-tracker,1038369065,#NAME?,0.981250921,0,0,1,1
6288,6/28/22 21:48,"{'id': 30659573, 'body': 'Hi there! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-07-01T08:13:34Z'}",Flo along with many other period tracker apps does not protect its users’ information and may sell it to the government especially now since roe v wade has been overturned. Please delete the app if you have it and don’t download it if you’re looking to.,1,False,jennnybeanz,not protected information,flo-period-pregnancy-tracker,1038369065,#NAME?,0.992873768,0,0,1,1
6293,5/4/22 21:27,,I recently found out that flow sales the information that we use to track our periods ect and with everything going on with this Roe v Wade situation it’s not a good idea to trust this app also for some reason I can’t delete my account,1,False,Ta'Mayjah,App Tracks and Sales Your Private Info,flo-period-pregnancy-tracker,1038369065,#NAME?,0.982420896,0,0,1,1
6345,6/30/22 22:26,"{'id': 30724774, 'body': 'Hi there! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-07-05T11:06:25Z'}","This app sells your information, and if you live in a state that after the turning of ROE V WADE, will sell your information, and if you miss your period and travel state lines, you could be in legal trouble and might be accused of having an abortion!!!!! Protect women! Delete this app and use a paper calendar!!!",1,False,hannahr2000,WARNING: IF YOU ARE ABORTING,flo-period-pregnancy-tracker,1038369065,#NAME?,0.966486131,0,0,1,1
6346,6/25/22 13:53,"{'id': 30606960, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T18:47:28Z'}","If you have fertility issues, are pro choice, or have ever had a miscarriage or abortion please delete this app. Roe v wade has been overturned and states CAN and WILL access the data of your period through phone app data. This is very real. Don’t let them prosecute or investigate you.",1,False,Bloooooooopy,Delete this app!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.98328052,0,0,1,1
6468,5/7/22 4:40,"{'id': 30011609, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:13:57Z'}","Flo will sell your data to use against you if you decide to have an abortion and will prosecute you. Do not search things up, Buy things in cash or reusable pads, do not text or call about abortions or pregnancy, be careful!!! They’re against us women!!!!",1,False,#VOTEMAX2020,Selling ur data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.948434087,0,0,1,1
6469,5/4/22 15:37,"{'id': 30012143, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:30:45Z'}","I read a leak that flo and another tracker have been selling out data. I’ve been using flo to help guide me and have been very loyal to them and this is what they do? And with everything happening with the supreme court and Roe vs. Wade this is such a shocker. 

DO BETTER FLO.",1,False,Alisa M.A.,Selling/sharing our personal data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.994369199,0,0,1,1
6529,5/4/22 21:19,"{'id': 30012071, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:28:33Z'}",They are selling data to corporations and are tracking your location. If Roe v wade falls they will be tracking if you go to planned parenthood and places like that. So track your period on a calendar or something else ladies! Stay safe!,1,False,LittlePandaNicole,Delete your account and stay safe,flo-period-pregnancy-tracker,1038369065,#NAME?,0.990702913,0,0,1,1
6575,5/13/23 0:22,,"I did like Flo until they decided to push their politics on everyone and try to act like all woman should be appalled about the roe vs wade turn over. News flash, a pregnancy app won’t make money off abortions and we don’t want to hear the garbage. bye bye",1,False,AnnieIso,Pregnancy app that pushes abortion,flo-period-pregnancy-tracker,1038369065,#NAME?,0.98647232,0,0,0,1
6705,6/26/22 17:37,"{'id': 30605248, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T16:11:50Z'}",Due to the overturn of Roe VS Wade Flo will sell your data to the government to prosecute you in court if they determine you had an abortion or are pregnant and trying to prevent bringing it to term. Please PLEASE be careful ladies. If you are looking for a secure period tracking app use “stardust”. It Is a WOMAN owned app and believe in the freedom of choice and privacy.,1,False,KMD3768,DO NOT DOWNLOAD!!!!!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.990286204,0,0,1,1
6706,6/26/22 4:43,"{'id': 30606818, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:36:13Z'}",This app has become a tool to criminalize abortion/miscarriage for the very population it claims to help. I highly recommend Planned Parenthood’s Spot On as a replacement. I pray for every individual with the ability to become pregnant. Stay safe everyone.,1,False,TheWarPanda,Flo is collecting and selling your data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.995979099,0,0,1,1
6707,6/25/22 16:11,"{'id': 30602164, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T13:17:34Z'}","If you live in a state not allowing abortions now or soon, DO NOT get this app!! They sold/are selling our data which lets the government know about your cycle and if there is a pause in it!! Please protect yourself and stay safe.",1,False,Kate||9 years old,Before getting this app: READ THIS!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.962484337,0,0,1,1
6755,6/25/22 3:04,"{'id': 30606870, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:39:26Z'}",Was a huge fan years ago but now it shoves premium down your throat every second and sells your data. Now that roe was overturned they can use that data against you. Delete it.,1,False,Sadhrkanxo1383,Not what it used to be & sells info to Facebook.,flo-period-pregnancy-tracker,1038369065,#NAME?,0.982609275,0,1,1,1
6814,6/25/22 2:14,"{'id': 30606845, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:37:21Z'}",Girls please delete the flow app!! Especially after roe v wade being overturned I found out that flow sells our info! Please be safe and look into which period tracking apps are safe to use! I believe clue and planned parenthood are a great option!!!,1,False,xoxoshayxoxo300,DELETE THIS APP!! They sell our information,flo-period-pregnancy-tracker,1038369065,#NAME?,0.992226552,0,0,1,1
6868,6/26/22 18:35,"{'id': 30605289, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T16:14:52Z'}","in the united states, your period tracking data can be used to prosecute you if you’re suspected of having an abortion. flo is one is the apps that is legally obligated to share your data with the police.",2,False,Leah Morrison,"LADIES, DELETE YOUR PERIOD APPS",flo-period-pregnancy-tracker,1038369065,#NAME?,0.990234648,0,0,1,1
6870,7/26/22 21:14,,"They were ok, albeit loaded with ads. Deleted after they used the overturn of Roe to push hysteria about people coming for your period tracker app. :-D no one cares when your period is…we just don’t want unborn humans killed. No human is disposable! ✊",1,False,amjsjehkemn,Pro abortion and pro ads,flo-period-pregnancy-tracker,1038369065,#NAME?,0.985966683,0,1,0,1
6984,6/25/22 21:34,"{'id': 30601655, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T12:56:59Z'}","Delete immediately, bad app that ask you to upgrade every two seconds and they sell your information to the government as the gov has made abortion illegal",1,False,jay37590,Delete,flo-period-pregnancy-tracker,1038369065,#NAME?,0.987719432,0,1,1,1
6985,6/25/22 19:59,"{'id': 30606875, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:39:44Z'}","they sell your data , and possibly track your location . please delete your data and account not just the app , this puts a risk to anyone who needs an abortion . 
contact me on instagram for more info : prcgby",1,False,Animaljamlitllamas,DO NOT GET,flo-period-pregnancy-tracker,1038369065,#NAME?,0.996719422,0,0,1,1
6986,6/25/22 1:56,"{'id': 30602093, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks. Yours, Flo', 'modified': '2022-06-28T13:15:28Z'}","if you live in the US or in any other abortion banned countries, DO NOT DOWNLOAD FLO!! flo can give the us govt. your info regarding your cycle, pregnancy, ect. they can now sell your info to track if you get an abortion or not (tracking your human rights basically)",1,False,BanditGamerOne,selling your info,flo-period-pregnancy-tracker,1038369065,#NAME?,0.997108379,0,0,1,1
6987,6/24/22 20:14,"{'id': 30602158, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T13:17:24Z'}",Hi so with Roe V Wade period tracker apps like this one sell your data to third parties (gov.) so if you are flying around your period you will be searched into because they will think you are crossing state lines for an abortion get STARDUST or CLUE no information is sold with them of love you girlies,1,False,narllio,Do not get this app,flo-period-pregnancy-tracker,1038369065,#NAME?,0.986658653,0,0,1,1
6988,6/24/22 18:04,"{'id': 30606837, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T18:37:04Z'}","Now that Roe vs Wade has been reversed by the Supreme Court, DON’T download this app, delete it if you already have it. Your app data is not private. If your menstruation pattern, and an app knows about it, prosecutors can use that against you in court",1,False,hyenduong,This app sells your data,flo-period-pregnancy-tracker,1038369065,#NAME?,0.994219168,0,0,1,1
6989,5/4/22 15:51,"{'id': 30012156, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:31:10Z'}",Flo shares your data with the government and facebook. I have learned this in light of the possible turning of Roe v. Wade. PLEASE for the sake of your privacy dealing with your uterus don’t download. There is a German App called Clue and the company had no interest in selling your data! Please be safe!,1,False,SpirtualGem23,Don’t Download !!!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.97429935,0,0,1,1
7089,5/6/22 19:25,"{'id': 30011591, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:13:11Z'}","Pushing ads every chance they get for an overpriced tracking app. Also they sell your information to Facebook now and in light of Roe V Wade, they can give your cycle data to the law system if they suspect you got an abortion. Crooked money hungry app.",1,False,Varadrana17,Worst app ever,flo-period-pregnancy-tracker,1038369065,#NAME?,0.992151207,0,1,1,1
7153,5/5/22 17:27,"{'id': 30012070, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:28:31Z'}",CDC has recently released a bunch of statements that should be concerning to all users. Considering the RoevsWade law and the timing of our data being sold/tracked I will have to delete the app. I feel unsafe as a minority and marginalized woman.,1,False,kay.blue,Unsafe data tracking,flo-period-pregnancy-tracker,1038369065,#NAME?,0.911069186,0,0,1,1
7304,7/21/22 2:45,"{'id': 31073287, 'body': 'Hi there! We hear your concern. Flo will never sell your personal data, and we will soon be launching a new feature: Anonymous Mode, that removes your personal identity from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-07-25T09:06:29Z'}",Throughout some of these months I loved Flo sm. I just found out that they sell women’s progress to men. They track if your pregnant or not & if you have a abortion. They will find you. They use you for money & other things.,1,False,follow me on tiktok loll,DON’T USE FLO,flo-period-pregnancy-tracker,1038369065,#NAME?,0.975410513,0,0,1,0
7307,5/5/22 18:58,"{'id': 30012112, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:29:48Z'}",Flo has already been sued for selling personal data such as location sharing and period cycles without user knowledge. Privacy is critical especially with the high possibility of Roe v Wade being overturned in June. Please protect yourself and delete this app!!,1,False,MichelleNG,THEY SELL YOUR DATA,flo-period-pregnancy-tracker,1038369065,#NAME?,0.993214794,0,0,1,1
7357,5/10/22 18:56,"{'id': 30012080, 'body': 'Hi there!\nWe do not sell data. Your health data will never be shared with any company but Flo. You’re in control of your data, and you can delete it at any time. Please, feel free to contact us anytime: Menu - Help - Contact us. We will be happy to assist!\nBest Regards,\nFlo Team', 'modified': '2022-05-27T17:28:47Z'}",they are selling your data to private companies and governments! your right to privacy is important. don’t let them use your data against you. Roe vs Wade forever <3,1,False,amsaglow,Violating Right to Privacy,flo-period-pregnancy-tracker,1038369065,#NAME?,0.99353784,0,0,1,1
7397,5/10/22 2:14,"{'id': 30011575, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:12:47Z'}","They sell ur info to the government, if you don’t get ur period for a certain amount of time (around 2+ months) you will likely have to show a pregnancy test before leaving the state and FLO selling your info will help track ilegal abortions!!",1,False,pickyfreeapplover,FLO SELLS UR INFO PLS DO NOT USE!!!,flo-period-pregnancy-tracker,1038369065,#NAME?,0.988676337,0,0,1,1
7459,6/25/22 14:41,"{'id': 30601664, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T12:57:15Z'}","Delete this app and get Stardust Period Tracker instead, they do not sell their data to the government so it will not be used against you if you make the decision to have an abortion. Stay safe ladies, please. 💖",1,False,kasslil,Delete NOW,flo-period-pregnancy-tracker,1038369065,#NAME?,0.998166929,0,0,1,1
7462,5/5/22 18:28,"{'id': 30011605, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:13:47Z'}",Just found out this platform sells your information to companies. This is important because it strips your right of gettin an abortion. Delete your data girlies,1,False,ricab08,Sells Information to Companies,flo-period-pregnancy-tracker,1038369065,#NAME?,0.998737707,0,0,1,1
7466,5/4/22 16:33,"{'id': 30011586, 'body': ""Hello there!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:13:01Z'}",The government is now petitioning to use this data to prosecute women that are seeking abortions or using contraceptives to avoid pregnancy in states where it is now illegal. Ladies. Be safe. Delete the app. Delete your account. Please keep in mind they hold the data for 30days.,1,False,.....pbob,In light of Roe v Wade,flo-period-pregnancy-tracker,1038369065,#NAME?,0.989613853,0,0,1,1
7528,5/4/22 4:17,"{'id': 30011495, 'body': ""Hello jordan19265!\nThank you for sharing. Flo’s mission is to build a better future for female health, which is why Flo classifies as “pro-health.” We’re aligned with the World Health Organization (WHO): Being able to obtain a safe abortion is a crucial part of health care. You can read our full statement here: https://www.linkedin.com/pulse/flo-always-stand-up-health-women-anna-klepchukova/?trackingId=AUQafLggmGy9zVpZ4%2FC%2Bgw%3D%3D\nYour health data will never be shared with any company but Flo. Beyond this, we will never require you to log an abortion or offer details that you feel should be kept private. Should you have any concerns about the data you've submitted, please reach out to our customer support team who will ensure all historical data has been deleted. We firmly believe that our users deserve complete control over their data and we are here to support you every step of the way. Kind Regards, Flo Team"", 'modified': '2022-05-27T17:09:32Z'}","i love this app however i don’t feel safe using it with the overturning of roe v. wade going on.  the fact that my data can/has been bought by zuckerberg and co. and already have my cycle saved makes me feel uneasy especially since my reproductive rights as a woman are being taken away. i feel like my cycle information will be used as evidence in the overturning of roe v. wade and the banning of abortions, contraceptions, etc.",1,False,jordan19265,roe v. wade,flo-period-pregnancy-tracker,1038369065,#NAME?,0.995147282,0,0,1,1
7628,6/25/22 1:39,"{'id': 30602156, 'body': 'Hi there! We will do everything in our power to protect the data and privacy of our users. We hear your concern. Flo will never sell your personal data. We will soon be launching a new feature called “Anonymous Mode” which allows you to remove your personal identity, including your name and email address from your Flo account. This mode will make it so that no entity can identify you. We will be sharing more details with you in the coming weeks.\nYours,\nFlo', 'modified': '2022-06-28T13:17:20Z'}",DO NOT INVEST IN THIS APP. it sells your information to the government and they will track you. they can use your information in court if you get an abortion. PLEASE do research on period apps before downloading them.,1,False,elizakate9494,sells information,flo-period-pregnancy-tracker,1038369065,#NAME?,0.991759545,0,0,1,1
